variable,value,node_type_info
M_node105node372_timber_t3,1.0,node105transit_node372source
M_node105node372_timber_t4,1.0,node105transit_node372source
M_node107node173_timber_t2,1.0,node107transit_node173transit
M_node107node173_timber_t3,1.0,node107transit_node173transit
M_node107node173_timber_t4,1.0,node107transit_node173transit
M_node107node173_timber_t5,1.0,node107transit_node173transit
M_node107node368_timber_t2,1.0,node107transit_node368source
M_node107node368_timber_t3,1.0,node107transit_node368source
M_node107node368_wide_t5,1.0,node107transit_node368source
M_node109node404_wide_t3,1.0,node109transit_node404source
M_node109node404_wide_t4,1.0,node109transit_node404source
M_node109node404_wide_t5,1.0,node109transit_node404source
M_node109node405_wide_t3,1.0,node109transit_node405source
M_node109node405_wide_t4,1.0,node109transit_node405source
M_node109node405_wide_t5,1.0,node109transit_node405source
M_node109node420_timber_t2,1.0,node109transit_node420source
M_node109node420_timber_t3,1.0,node109transit_node420source
M_node109node420_wide_t5,1.0,node109transit_node420source
